transaction_id,user_id,product_id,quantity,price,timestamp
175,613,9,8,212.46,2024-01-08 06:00:00
176,943,61,8,213.63,2024-01-08 07:00:00
177,462,309,8,224.58,2024-01-08 08:00:00
178,643,146,8,211.18,2024-01-08 09:00:00
179,769,427,8,166.65,2024-01-08 10:00:00
180,5,419,1,146.74,2024-01-08 11:00:00
181,218,63,6,441.57,2024-01-08 12:00:00
182,503,121,9,85.05,2024-01-08 13:00:00
183,767,226,8,94.63,2024-01-08 14:00:00
184,398,105,3,288.0,2024-01-08 15:00:00
185,871,462,1,175.11,2024-01-08 16:00:00
186,795,260,2,213.66,2024-01-08 17:00:00
187,393,349,2,404.24,2024-01-08 18:00:00
188,207,425,7,452.3,2024-01-08 19:00:00
189,15,255,6,396.32,2024-01-08 20:00:00
190,858,429,2,121.29,2024-01-08 21:00:00
191,554,434,8,490.09,2024-01-08 22:00:00
192,892,207,9,184.77,2024-01-08 23:00:00
193,461,28,7,88.69,2024-01-09 00:00:00
194,691,170,4,252.25,2024-01-09 01:00:00
195,575,336,1,364.02,2024-01-09 02:00:00
196,864,76,4,46.22,2024-01-09 03:00:00
197,743,116,4,318.97,2024-01-09 04:00:00
198,241,69,8,429.75,2024-01-09 05:00:00
199,564,354,4,134.58,2024-01-09 06:00:00
200,96,234,4,348.1,2024-01-09 07:00:00
201,900,1,2,202.95,2024-01-09 08:00:00
202,734,167,7,210.0,2024-01-09 09:00:00
203,485,352,4,144.0,2024-01-09 10:00:00
204,407,218,6,314.07,2024-01-09 11:00:00
205,231,273,3,183.69,2024-01-09 12:00:00
206,749,368,7,416.3,2024-01-09 13:00:00
207,655,251,6,481.64,2024-01-09 14:00:00
208,171,347,3,467.87,2024-01-09 15:00:00
209,541,344,4,85.75,2024-01-09 16:00:00
210,36,419,5,12.02,2024-01-09 17:00:00
211,525,174,9,222.04,2024-01-09 18:00:00
212,160,170,6,365.8,2024-01-09 19:00:00
213,839,246,4,488.84,2024-01-09 20:00:00
214,699,423,7,392.79,2024-01-09 21:00:00
215,243,90,2,292.37,2024-01-09 22:00:00
216,86,49,4,18.04,2024-01-09 23:00:00
217,796,446,5,413.64,2024-01-10 00:00:00
218,578,294,4,92.69,2024-01-10 01:00:00
219,682,407,4,32.53,2024-01-10 02:00:00
220,557,150,9,425.93,2024-01-10 03:00:00
221,574,132,2,285.29,2024-01-10 04:00:00
222,953,433,6,68.63,2024-01-10 05:00:00
223,646,59,8,196.34,2024-01-10 06:00:00
224,796,457,8,47.34,2024-01-10 07:00:00
225,28,324,7,320.82,2024-01-10 08:00:00
226,620,199,4,144.8,2024-01-10 09:00:00
227,556,215,7,433.72,2024-01-10 10:00:00
228,340,386,6,182.11,2024-01-10 11:00:00
229,798,49,6,249.84,2024-01-10 12:00:00
230,958,472,2,36.44,2024-01-10 13:00:00
231,331,232,8,141.42,2024-01-10 14:00:00
232,640,247,8,340.0,2024-01-10 15:00:00
233,506,382,7,369.45,2024-01-10 16:00:00
234,348,479,9,125.2,2024-01-10 17:00:00
235,473,239,8,254.39,2024-01-10 18:00:00
236,231,415,9,409.68,2024-01-10 19:00:00
237,190,367,9,193.06,2024-01-10 20:00:00
238,225,168,6,71.22,2024-01-10 21:00:00
239,385,48,2,218.78,2024-01-10 22:00:00
240,377,51,7,302.31,2024-01-10 23:00:00
241,283,299,3,8.66,2024-01-11 00:00:00
242,958,98,7,177.54,2024-01-11 01:00:00
243,633,439,9,305.68,2024-01-11 02:00:00
244,628,216,2,476.2,2024-01-11 03:00:00
245,973,177,6,207.23,2024-01-11 04:00:00
246,745,380,6,85.67,2024-01-11 05:00:00
247,259,474,9,269.44,2024-01-11 06:00:00
248,359,80,9,146.45,2024-01-11 07:00:00
249,710,185,5,111.32,2024-01-11 08:00:00
250,456,367,5,297.25,2024-01-11 09:00:00
251,411,461,9,458.36,2024-01-11 10:00:00
252,649,399,8,418.44,2024-01-11 11:00:00
253,318,27,7,95.23,2024-01-11 12:00:00
254,677,452,8,384.11,2024-01-11 13:00:00
255,225,464,6,118.78,2024-01-11 14:00:00
256,819,448,3,148.9,2024-01-11 15:00:00
257,234,478,7,460.43,2024-01-11 16:00:00
258,684,492,8,455.97,2024-01-11 17:00:00
259,664,414,8,88.47,2024-01-11 18:00:00
260,975,420,1,36.77,2024-01-11 19:00:00
261,827,195,7,150.09,2024-01-11 20:00:00
262,374,214,3,292.98,2024-01-11 21:00:00
263,672,369,2,439.06,2024-01-11 22:00:00
264,608,342,2,63.82,2024-01-11 23:00:00
265,472,114,8,210.4,2024-01-12 00:00:00
266,233,242,9,139.52,2024-01-12 01:00:00
267,692,124,3,12.39,2024-01-12 02:00:00
268,113,305,3,395.28,2024-01-12 03:00:00
269,830,76,6,407.58,2024-01-12 04:00:00
270,497,311,1,114.51,2024-01-12 05:00:00
271,442,469,6,79.86,2024-01-12 06:00:00
272,564,312,3,76.56,2024-01-12 07:00:00
273,268,196,4,234.65,2024-01-12 08:00:00
274,510,351,9,127.02,2024-01-12 09:00:00
275,807,44,3,258.12,2024-01-12 10:00:00
276,386,415,1,195.5,2024-01-12 11:00:00
277,387,186,3,109.39,2024-01-12 12:00:00
278,113,343,7,376.84,2024-01-12 13:00:00
279,613,246,7,79.43,2024-01-12 14:00:00
280,625,437,5,400.46,2024-01-12 15:00:00
281,952,84,1,282.92,2024-01-12 16:00:00
282,81,207,8,416.86,2024-01-12 17:00:00
283,699,151,8,7.36,2024-01-12 18:00:00
284,113,156,2,375.85,2024-01-12 19:00:00
285,2,16,3,30.5,2024-01-12 20:00:00
286,642,165,4,475.3,2024-01-12 21:00:00
287,220,405,1,352.86,2024-01-12 22:00:00
288,566,463,4,163.49,2024-01-12 23:00:00
289,855,145,5,163.33,2024-01-13 00:00:00
290,997,498,3,431.44,2024-01-13 01:00:00
291,736,37,2,451.91,2024-01-13 02:00:00
292,225,333,6,446.33,2024-01-13 03:00:00
293,385,403,8,405.33,2024-01-13 04:00:00
294,403,414,7,410.42,2024-01-13 05:00:00
295,638,45,1,288.52,2024-01-13 06:00:00
296,130,402,4,18.97,2024-01-13 07:00:00
297,53,206,3,47.95,2024-01-13 08:00:00
298,684,62,6,326.53,2024-01-13 09:00:00
299,730,420,9,203.58,2024-01-13 10:00:00
300,672,356,9,285.82,2024-01-13 11:00:00
301,710,468,7,119.38,2024-01-13 12:00:00
302,416,308,9,326.46,2024-01-13 13:00:00
303,247,19,8,125.2,2024-01-13 14:00:00
304,836,365,5,233.1,2024-01-13 15:00:00
305,439,300,9,241.97,2024-01-13 16:00:00
306,203,7,7,92.95,2024-01-13 17:00:00
307,184,249,5,438.72,2024-01-13 18:00:00
308,123,428,8,265.28,2024-01-13 19:00:00
309,401,117,7,434.06,2024-01-13 20:00:00
310,767,68,9,134.96,2024-01-13 21:00:00
311,294,34,1,90.31,2024-01-13 22:00:00
312,280,194,9,13.92,2024-01-13 23:00:00
313,837,325,7,51.46,2024-01-14 00:00:00
314,884,55,1,78.0,2024-01-14 01:00:00
315,610,266,1,44.03,2024-01-14 02:00:00
316,198,480,5,448.96,2024-01-14 03:00:00
317,982,42,8,456.16,2024-01-14 04:00:00
318,907,297,9,468.99,2024-01-14 05:00:00
319,511,461,6,480.13,2024-01-14 06:00:00
320,752,231,8,248.46,2024-01-14 07:00:00
321,144,453,6,267.36,2024-01-14 08:00:00
322,609,378,6,69.76,2024-01-14 09:00:00
323,201,394,4,72.84,2024-01-14 10:00:00
324,124,10,5,387.51,2024-01-14 11:00:00
325,187,358,2,428.59,2024-01-14 12:00:00
326,326,475,3,393.43,2024-01-14 13:00:00
327,464,444,3,418.12,2024-01-14 14:00:00
328,349,128,5,141.9,2024-01-14 15:00:00
329,771,179,5,235.7,2024-01-14 16:00:00
330,660,405,6,232.3,2024-01-14 17:00:00
331,764,392,5,497.67,2024-01-14 18:00:00
332,955,193,6,474.84,2024-01-14 19:00:00
333,932,92,8,301.25,2024-01-14 20:00:00
334,403,369,2,73.3,2024-01-14 21:00:00
335,346,231,4,133.01,2024-01-14 22:00:00
336,963,78,6,185.06,2024-01-14 23:00:00
337,511,85,5,437.24,2024-01-15 00:00:00
338,147,30,1,89.46,2024-01-15 01:00:00
339,148,213,9,113.77,2024-01-15 02:00:00
340,864,49,3,177.95,2024-01-15 03:00:00
341,711,265,2,463.82,2024-01-15 04:00:00
342,820,145,9,254.39,2024-01-15 05:00:00
343,489,69,7,325.18,2024-01-15 06:00:00
344,929,58,5,196.68,2024-01-15 07:00:00
345,936,185,6,98.32,2024-01-15 08:00:00
346,640,62,4,115.29,2024-01-15 09:00:00
347,551,479,1,402.32,2024-01-15 10:00:00
348,338,308,4,447.27,2024-01-15 11:00:00
349,872,445,9,249.07,2024-01-15 12:00:00
350,641,296,1,181.71,2024-01-15 13:00:00
351,779,166,3,404.88,2024-01-15 14:00:00
352,988,171,5,338.18,2024-01-15 15:00:00
353,953,63,7,25.23,2024-01-15 16:00:00
354,473,147,9,178.62,2024-01-15 17:00:00
355,946,484,6,342.68,2024-01-15 18:00:00
356,151,306,3,288.97,2024-01-15 19:00:00
357,415,161,7,489.14,2024-01-15 20:00:00
358,990,141,4,433.73,2024-01-15 21:00:00
359,298,334,3,34.57,2024-01-15 22:00:00
360,611,97,7,364.26,2024-01-15 23:00:00
361,263,446,7,171.48,2024-01-16 00:00:00
362,764,221,4,342.63,2024-01-16 01:00:00
363,144,43,7,310.53,2024-01-16 02:00:00
364,346,433,2,254.01,2024-01-16 03:00:00
365,624,292,1,427.21,2024-01-16 04:00:00
366,572,378,2,355.8,2024-01-16 05:00:00
367,881,108,4,445.33,2024-01-16 06:00:00
368,2,266,8,144.39,2024-01-16 07:00:00
369,897,95,3,177.32,2024-01-16 08:00:00
370,304,262,6,312.87,2024-01-16 09:00:00
371,254,313,6,483.4,2024-01-16 10:00:00
372,652,385,9,188.93,2024-01-16 11:00:00
373,453,71,9,20.99,2024-01-16 12:00:00
374,37,442,4,225.71,2024-01-16 13:00:00
375,160,219,9,274.25,2024-01-16 14:00:00
376,9,21,6,401.49,2024-01-16 15:00:00
377,233,92,2,365.66,2024-01-16 16:00:00
378,99,127,6,482.51,2024-01-16 17:00:00
379,659,80,2,392.43,2024-01-16 18:00:00
380,816,312,8,152.82,2024-01-16 19:00:00
381,208,238,4,322.48,2024-01-16 20:00:00
382,131,471,5,337.76,2024-01-16 21:00:00
383,404,372,8,499.02,2024-01-16 22:00:00
384,152,404,8,73.68,2024-01-16 23:00:00
385,54,486,6,99.71,2024-01-17 00:00:00
386,120,182,4,81.98,2024-01-17 01:00:00
387,673,25,1,296.58,2024-01-17 02:00:00
388,920,156,7,71.97,2024-01-17 03:00:00
389,628,5,8,329.72,2024-01-17 04:00:00
390,587,120,9,402.87,2024-01-17 05:00:00
391,625,277,2,219.23,2024-01-17 06:00:00
392,968,18,1,282.54,2024-01-17 07:00:00
393,420,431,4,456.8,2024-01-17 08:00:00
394,422,198,5,286.94,2024-01-17 09:00:00
395,104,57,1,108.26,2024-01-17 10:00:00
396,852,93,5,174.88,2024-01-17 11:00:00
397,254,19,6,267.27,2024-01-17 12:00:00
398,227,384,3,81.67,2024-01-17 13:00:00
399,112,353,7,308.2,2024-01-17 14:00:00
400,510,193,6,499.63,2024-01-17 15:00:00
401,473,237,4,328.0,2024-01-17 16:00:00
402,99,387,3,189.34,2024-01-17 17:00:00
403,153,426,5,169.21,2024-01-17 18:00:00
404,861,277,3,466.14,2024-01-17 19:00:00
405,914,227,9,436.4,2024-01-17 20:00:00
406,896,233,9,238.82,2024-01-17 21:00:00
407,878,40,6,179.94,2024-01-17 22:00:00
408,338,323,6,356.68,2024-01-17 23:00:00
409,706,153,4,160.68,2024-01-18 00:00:00
410,822,127,4,64.1,2024-01-18 01:00:00
411,163,237,2,158.53,2024-01-18 02:00:00
412,720,486,4,219.98,2024-01-18 03:00:00
413,957,493,8,131.43,2024-01-18 04:00:00
414,681,55,2,112.32,2024-01-18 05:00:00
415,996,468,9,8.04,2024-01-18 06:00:00
416,161,436,1,317.27,2024-01-18 07:00:00
417,580,172,2,309.15,2024-01-18 08:00:00
418,801,109,2,98.07,2024-01-18 09:00:00
419,398,354,6,472.11,2024-01-18 10:00:00
420,277,469,7,207.74,2024-01-18 11:00:00
421,816,184,3,17.61,2024-01-18 12:00:00
422,916,439,9,113.79,2024-01-18 13:00:00
423,504,368,5,347.57,2024-01-18 14:00:00
424,896,471,5,104.8,2024-01-18 15:00:00
425,392,198,4,31.69,2024-01-18 16:00:00
426,135,371,9,310.76,2024-01-18 17:00:00
427,195,373,8,261.59,2024-01-18 18:00:00
428,401,461,4,381.83,2024-01-18 19:00:00
429,640,497,4,387.45,2024-01-18 20:00:00
430,33,87,2,480.17,2024-01-18 21:00:00
431,688,201,9,33.22,2024-01-18 22:00:00
432,460,337,3,24.3,2024-01-18 23:00:00
433,955,322,4,493.66,2024-01-19 00:00:00
434,883,275,7,324.2,2024-01-19 01:00:00
435,470,211,8,359.11,2024-01-19 02:00:00
436,375,391,8,52.76,2024-01-19 03:00:00
437,22,118,4,39.56,2024-01-19 04:00:00
438,750,191,7,84.33,2024-01-19 05:00:00
439,670,42,1,216.46,2024-01-19 06:00:00
440,38,42,6,59.54,2024-01-19 07:00:00
441,230,315,6,225.94,2024-01-19 08:00:00
442,365,276,6,282.96,2024-01-19 09:00:00
443,563,329,2,5.16,2024-01-19 10:00:00
444,438,17,8,61.55,2024-01-19 11:00:00
445,776,283,5,190.72,2024-01-19 12:00:00
446,283,431,5,31.4,2024-01-19 13:00:00
447,27,258,2,71.1,2024-01-19 14:00:00
448,226,63,4,119.74,2024-01-19 15:00:00
449,277,62,9,217.65,2024-01-19 16:00:00
450,798,100,9,358.84,2024-01-19 17:00:00
451,609,19,6,70.68,2024-01-19 18:00:00
452,284,17,9,370.29,2024-01-19 19:00:00
453,879,325,4,428.26,2024-01-19 20:00:00
454,960,423,1,327.48,2024-01-19 21:00:00
455,481,466,2,26.64,2024-01-19 22:00:00
456,453,373,1,223.12,2024-01-19 23:00:00
457,829,246,8,331.73,2024-01-20 00:00:00
458,816,251,9,489.36,2024-01-20 01:00:00
459,659,455,6,476.15,2024-01-20 02:00:00
460,516,81,2,200.87,2024-01-20 03:00:00
461,547,39,6,309.89,2024-01-20 04:00:00
462,192,36,9,445.95,2024-01-20 05:00:00
463,49,424,3,416.37,2024-01-20 06:00:00
464,512,429,9,242.31,2024-01-20 07:00:00
465,17,388,2,134.31,2024-01-20 08:00:00
466,172,486,5,72.86,2024-01-20 09:00:00
467,220,409,2,246.55,2024-01-20 10:00:00
468,158,197,7,362.81,2024-01-20 11:00:00
469,477,158,9,485.04,2024-01-20 12:00:00
470,46,204,7,431.6,2024-01-20 13:00:00
471,373,196,5,106.1,2024-01-20 14:00:00
472,518,216,4,361.29,2024-01-20 15:00:00
473,99,285,4,148.11,2024-01-20 16:00:00
474,892,457,8,343.32,2024-01-20 17:00:00
475,745,196,1,334.57,2024-01-20 18:00:00
476,37,307,5,139.85,2024-01-20 19:00:00
477,280,152,2,121.02,2024-01-20 20:00:00
478,349,14,9,56.45,2024-01-20 21:00:00
479,497,325,7,30.02,2024-01-20 22:00:00
480,302,146,8,429.93,2024-01-20 23:00:00
481,181,426,6,29.68,2024-01-21 00:00:00
482,607,57,9,48.93,2024-01-21 01:00:00
483,99,211,6,123.23,2024-01-21 02:00:00
484,700,268,7,444.39,2024-01-21 03:00:00
485,993,210,7,169.81,2024-01-21 04:00:00
486,116,17,9,99.94,2024-01-21 05:00:00
487,191,286,8,359.2,2024-01-21 06:00:00
488,253,344,1,162.94,2024-01-21 07:00:00
489,981,203,4,170.02,2024-01-21 08:00:00
490,928,99,7,370.79,2024-01-21 09:00:00
491,983,279,8,129.57,2024-01-21 10:00:00
492,161,209,7,448.9,2024-01-21 11:00:00
493,256,129,3,282.9,2024-01-21 12:00:00
494,323,335,4,271.23,2024-01-21 13:00:00
495,128,288,7,136.05,2024-01-21 14:00:00
496,18,252,8,418.37,2024-01-21 15:00:00
497,793,265,7,288.51,2024-01-21 16:00:00
498,735,271,6,81.98,2024-01-21 17:00:00
499,566,412,9,107.12,2024-01-21 18:00:00
500,570,408,9,236.79,2024-01-21 19:00:00
501,323,188,7,390.92,2024-01-21 20:00:00
502,872,419,8,469.95,2024-01-21 21:00:00
503,686,214,6,333.43,2024-01-21 22:00:00
504,792,283,1,255.54,2024-01-21 23:00:00
505,626,211,1,129.11,2024-01-22 00:00:00
506,288,365,6,338.07,2024-01-22 01:00:00
507,943,76,2,491.21,2024-01-22 02:00:00
508,854,148,8,240.73,2024-01-22 03:00:00
509,663,321,1,85.26,2024-01-22 04:00:00
510,962,213,2,56.15,2024-01-22 05:00:00
511,639,433,8,138.28,2024-01-22 06:00:00
512,155,109,6,286.87,2024-01-22 07:00:00
513,490,129,2,473.67,2024-01-22 08:00:00
514,386,10,2,153.09,2024-01-22 09:00:00
515,986,47,7,156.17,2024-01-22 10:00:00
516,785,379,5,243.18,2024-01-22 11:00:00
517,104,315,5,459.68,2024-01-22 12:00:00
518,929,96,8,212.43,2024-01-22 13:00:00
519,393,446,7,115.5,2024-01-22 14:00:00
520,811,103,9,85.75,2024-01-22 15:00:00
521,246,380,4,231.22,2024-01-22 16:00:00
522,176,342,4,401.34,2024-01-22 17:00:00
523,39,146,2,149.22,2024-01-22 18:00:00
524,477,368,3,258.7,2024-01-22 19:00:00
525,682,430,1,303.49,2024-01-22 20:00:00
526,759,416,1,227.98,2024-01-22 21:00:00
527,538,27,7,99.89,2024-01-22 22:00:00
528,867,220,5,461.26,2024-01-22 23:00:00
529,818,18,3,284.9,2024-01-23 00:00:00
530,921,167,7,365.92,2024-01-23 01:00:00
531,408,433,2,319.84,2024-01-23 02:00:00
532,525,477,3,499.03,2024-01-23 03:00:00
533,828,82,1,230.87,2024-01-23 04:00:00
534,506,428,8,215.36,2024-01-23 05:00:00
535,903,72,2,183.27,2024-01-23 06:00:00
536,825,310,7,184.01,2024-01-23 07:00:00
537,36,479,9,141.51,2024-01-23 08:00:00
538,685,254,6,490.41,2024-01-23 09:00:00
539,20,162,2,436.04,2024-01-23 10:00:00
540,321,327,2,161.75,2024-01-23 11:00:00
541,776,420,9,156.09,2024-01-23 12:00:00
542,512,402,8,56.25,2024-01-23 13:00:00
543,400,38,9,439.13,2024-01-23 14:00:00
544,654,443,4,189.02,2024-01-23 15:00:00
545,972,393,4,288.44,2024-01-23 16:00:00
546,883,201,2,450.69,2024-01-23 17:00:00
547,471,494,1,207.01,2024-01-23 18:00:00
548,143,200,4,404.4,2024-01-23 19:00:00
549,92,255,8,217.99,2024-01-23 20:00:00
550,354,179,2,351.97,2024-01-23 21:00:00
551,834,35,8,218.44,2024-01-23 22:00:00
552,800,82,1,199.42,2024-01-23 23:00:00
553,727,389,1,495.4,2024-01-24 00:00:00
554,959,398,4,308.11,2024-01-24 01:00:00
555,854,220,7,186.86,2024-01-24 02:00:00
556,51,158,9,132.62,2024-01-24 03:00:00
557,665,4,5,24.68,2024-01-24 04:00:00
558,698,167,2,354.75,2024-01-24 05:00:00
